codigo_ibge,municipio,populacao,ano
3145877,ORIZÂNIA - MG,8828,2025
3145901,OURO BRANCO - MG,40638,2025
3146008,OURO FINO - MG,33285,2025
3146107,OURO PRETO - MG,77914,2025
3146206,OURO VERDE DE MINAS - MG,5847,2025
3146255,PADRE CARVALHO - MG,5045,2025
3146305,PADRE PARAÍSO - MG,17463,2025
3146404,PAINEIRAS - MG,4253,2025
3146503,PAINS - MG,8353,2025
3146552,PAI PEDRO - MG,5616,2025
3146602,PAIVA - MG,1495,2025
3146701,PALMA - MG,5699,2025
3146750,PALMÓPOLIS - MG,6342,2025
3146909,PAPAGAIOS - MG,14202,2025
3147006,PARACATU - MG,99005,2025
3147105,PARÁ DE MINAS - MG,102844,2025
3147204,PARAGUAÇU - MG,22452,2025
3147303,PARAISÓPOLIS - MG,21076,2025
3147402,PARAOPEBA - MG,24899,2025
3147501,PASSABÉM - MG,1609,2025
3147600,PASSA QUATRO - MG,15847,2025
3147709,PASSA TEMPO - MG,8716,2025
3147808,PASSA VINTE - MG,2311,2025
3147907,PASSOS - MG,116951,2025
3147956,PATIS - MG,4825,2025
3148004,PATOS DE MINAS - MG,169173,2025
3148103,PATROCÍNIO - MG,94357,2025
3148202,PATROCÍNIO DO MURIAÉ - MG,5754,2025
3148301,PAULA CÂNDIDO - MG,8757,2025
3148400,PAULISTAS - MG,4402,2025
3148509,PAVÃO - MG,8143,2025
3148608,PEÇANHA - MG,17863,2025
3148707,PEDRA AZUL - MG,25045,2025
3148756,PEDRA BONITA - MG,7599,2025
3148806,PEDRA DO ANTA - MG,3366,2025
3148905,PEDRA DO INDAIÁ - MG,4247,2025
3149002,PEDRA DOURADA - MG,2916,2025
3149101,PEDRALVA - MG,10891,2025
3149150,PEDRAS DE MARIA DA CRUZ - MG,10601,2025
3149200,PEDRINÓPOLIS - MG,3398,2025
3149309,PEDRO LEOPOLDO - MG,65174,2025
3149408,PEDRO TEIXEIRA - MG,1857,2025
3149507,PEQUERI - MG,3461,2025
3149606,PEQUI - MG,4265,2025
3149705,PERDIGÃO - MG,13118,2025
3149804,PERDIZES - MG,17992,2025
3149903,PERDÕES - MG,22075,2025
3149952,PERIQUITO - MG,6624,2025
3150000,PESCADOR - MG,3559,2025
3150109,PIAU - MG,2854,2025
3150158,PIEDADE DE CARATINGA - MG,8966,2025
3150208,PIEDADE DE PONTE NOVA - MG,4054,2025
3150307,PIEDADE DO RIO GRANDE - MG,4694,2025
3150406,PIEDADE DOS GERAIS - MG,5199,2025
3150505,PIMENTA - MG,8817,2025
3150539,PINGO-D'ÁGUA - MG,4864,2025
3150570,PINTÓPOLIS - MG,7228,2025
3150604,PIRACEMA - MG,6905,2025
3150703,PIRAJUBA - MG,5814,2025
3150802,PIRANGA - MG,17358,2025
3150901,PIRANGUÇU - MG,6320,2025
3151008,PIRANGUINHO - MG,9518,2025
3151107,PIRAPETINGA - MG,11454,2025
3151206,PIRAPORA - MG,57713,2025
3151305,PIRAÚBA - MG,12006,2025
3151404,PITANGUI - MG,27834,2025
3151503,PIUMHI - MG,38007,2025
3151602,PLANURA - MG,11533,2025
3151701,POÇO FUNDO - MG,16824,2025
3151800,POÇOS DE CALDAS - MG,172339,2025
3151909,POCRANE - MG,8438,2025
3152006,POMPÉU - MG,32441,2025
3152105,PONTE NOVA - MG,59638,2025
3152131,PONTO CHIQUE - MG,3797,2025
3152170,PONTO DOS VOLANTES - MG,11059,2025
3152204,PORTEIRINHA - MG,38692,2025
3152303,PORTO FIRME - MG,10840,2025
3152402,POTÉ - MG,13649,2025
3152501,POUSO ALEGRE - MG,162133,2025
3152600,POUSO ALTO - MG,6779,2025
3152709,PRADOS - MG,9369,2025
3152808,PRATA - MG,29745,2025
3152907,PRATÁPOLIS - MG,8534,2025
3153004,PRATINHA - MG,3691,2025
3153103,PRESIDENTE BERNARDES - MG,4847,2025
3153202,PRESIDENTE JUSCELINO - MG,3471,2025
3153301,PRESIDENTE KUBITSCHEK - MG,3162,2025
3153400,PRESIDENTE OLEGÁRIO - MG,19192,2025
3153509,ALTO JEQUITIBÁ - MG,8606,2025
3153608,PRUDENTE DE MORAIS - MG,12052,2025
3153707,QUARTEL GERAL - MG,3232,2025
3153806,QUELUZITO - MG,1796,2025
3153905,RAPOSOS - MG,16796,2025
3154002,RAUL SOARES - MG,23874,2025
3154101,RECREIO - MG,11383,2025
3154150,REDUTO - MG,8246,2025
3154200,RESENDE COSTA - MG,11544,2025
3154309,RESPLENDOR - MG,17629,2025
3154408,RESSAQUINHA - MG,4640,2025
3154457,RIACHINHO - MG,6830,2025
3154507,RIACHO DOS MACHADOS - MG,8858,2025
3154606,RIBEIRÃO DAS NEVES - MG,346971,2025
3154705,RIBEIRÃO VERMELHO - MG,4217,2025
3154804,RIO ACIMA - MG,10698,2025
3154903,RIO CASCA - MG,12851,2025
3155009,RIO DOCE - MG,2545,2025
3155108,RIO DO PRADO - MG,4649,2025
3155207,RIO ESPERA - MG,5447,2025
3155306,RIO MANSO - MG,5746,2025
3155405,RIO NOVO - MG,8683,2025
3155504,RIO PARANAÍBA - MG,15297,2025
3155603,RIO PARDO DE MINAS - MG,29103,2025
3155702,RIO PIRACICABA - MG,15036,2025
3155801,RIO POMBA - MG,17885,2025
3155900,RIO PRETO - MG,5235,2025
3156007,RIO VERMELHO - MG,12770,2025
3156106,RITÁPOLIS - MG,5122,2025
3156205,ROCHEDO DE MINAS - MG,2374,2025
3156304,RODEIRO - MG,9168,2025
3156403,ROMARIA - MG,3430,2025
3156452,ROSÁRIO DA LIMEIRA - MG,4926,2025
3156502,RUBELITA - MG,5460,2025
3156601,RUBIM - MG,10602,2025
3156700,SABARÁ - MG,134576,2025
3156809,SABINÓPOLIS - MG,14309,2025
3156908,SACRAMENTO - MG,28076,2025
3157005,SALINAS - MG,41736,2025
3157104,SALTO DA DIVISA - MG,6126,2025
3157203,SANTA BÁRBARA - MG,31916,2025
3157252,SANTA BÁRBARA DO LESTE - MG,8785,2025
3157278,SANTA BÁRBARA DO MONTE VERDE - MG,3218,2025
3157302,SANTA BÁRBARA DO TUGÚRIO - MG,4245,2025
3157336,SANTA CRUZ DE MINAS - MG,8339,2025
3157377,SANTA CRUZ DE SALINAS - MG,3919,2025
3157401,SANTA CRUZ DO ESCALVADO - MG,4728,2025
3157500,SANTA EFIGÊNIA DE MINAS - MG,4038,2025
3157609,SANTA FÉ DE MINAS - MG,3528,2025
3157658,SANTA HELENA DE MINAS - MG,6056,2025
3157708,SANTA JULIANA - MG,16820,2025
3157807,SANTA LUZIA - MG,230382,2025
3157906,SANTA MARGARIDA - MG,16989,2025
3158003,SANTA MARIA DE ITABIRA - MG,10718,2025
3158102,SANTA MARIA DO SALTO - MG,4777,2025
3158201,SANTA MARIA DO SUAÇUÍ - MG,12817,2025
3158300,SANTANA DA VARGEM - MG,6756,2025
3158409,SANTANA DE CATAGUASES - MG,3548,2025
3158508,SANTANA DE PIRAPAMA - MG,7030,2025
3158607,SANTANA DO DESERTO - MG,3815,2025
3158706,SANTANA DO GARAMBÉU - MG,2171,2025
3158805,SANTANA DO JACARÉ - MG,4246,2025
3158904,SANTANA DO MANHUAÇU - MG,9264,2025
3158953,SANTANA DO PARAÍSO - MG,49025,2025
3159001,SANTANA DO RIACHO - MG,5654,2025
3159100,SANTANA DOS MONTES - MG,3490,2025
3159209,SANTA RITA DE CALDAS - MG,8561,2025
3159308,SANTA RITA DE JACUTINGA - MG,4826,2025
3159357,SANTA RITA DE MINAS - MG,6969,2025
3159407,SANTA RITA DE IBITIPOCA - MG,3331,2025
3159506,SANTA RITA DO ITUETO - MG,5984,2025
3159605,SANTA RITA DO SAPUCAÍ - MG,42517,2025
3159704,SANTA ROSA DA SERRA - MG,3487,2025
3159803,SANTA VITÓRIA - MG,21914,2025
3159902,SANTO ANTÔNIO DO AMPARO - MG,17657,2025
3160009,SANTO ANTÔNIO DO AVENTUREIRO - MG,3896,2025
3160108,SANTO ANTÔNIO DO GRAMA - MG,4352,2025
3160207,SANTO ANTÔNIO DO ITAMBÉ - MG,3969,2025
3160306,SANTO ANTÔNIO DO JACINTO - MG,10324,2025
3160405,SANTO ANTÔNIO DO MONTE - MG,28456,2025
3160454,SANTO ANTÔNIO DO RETIRO - MG,6729,2025
3160504,SANTO ANTÔNIO DO RIO ABAIXO - MG,1856,2025
3160603,SANTO HIPÓLITO - MG,2692,2025
3160702,SANTOS DUMONT - MG,43218,2025
3160801,SÃO BENTO ABADE - MG,4846,2025
3160900,SÃO BRÁS DO SUAÇUÍ - MG,4161,2025
3160959,SÃO DOMINGOS DAS DORES - MG,5793,2025
3161007,SÃO DOMINGOS DO PRATA - MG,17783,2025
3161056,SÃO FÉLIX DE MINAS - MG,3244,2025
3161106,SÃO FRANCISCO - MG,54223,2025
3161205,SÃO FRANCISCO DE PAULA - MG,6281,2025
3161304,SÃO FRANCISCO DE SALES - MG,5858,2025
3161403,SÃO FRANCISCO DO GLÓRIA - MG,4848,2025
3161502,SÃO GERALDO - MG,10524,2025
3161601,SÃO GERALDO DA PIEDADE - MG,3200,2025
3161650,SÃO GERALDO DO BAIXIO - MG,3158,2025
3161700,SÃO GONÇALO DO ABAETÉ - MG,7515,2025
3161809,SÃO GONÇALO DO PARÁ - MG,12275,2025
3161908,SÃO GONÇALO DO RIO ABAIXO - MG,12475,2025
3162005,SÃO GONÇALO DO SAPUCAÍ - MG,24497,2025
3162104,SÃO GOTARDO - MG,43851,2025
3162203,SÃO JOÃO BATISTA DO GLÓRIA - MG,7959,2025
3162252,SÃO JOÃO DA LAGOA - MG,4962,2025
3162302,SÃO JOÃO DA MATA - MG,3012,2025
3162401,SÃO JOÃO DA PONTE - MG,24197,2025
3162450,SÃO JOÃO DAS MISSÕES - MG,13547,2025
3162500,SÃO JOÃO DEL REI - MG,94468,2025
3162559,SÃO JOÃO DO MANHUAÇU - MG,11676,2025
3162575,SÃO JOÃO DO MANTENINHA - MG,5479,2025
3162609,SÃO JOÃO DO ORIENTE - MG,7099,2025
3162658,SÃO JOÃO DO PACUÍ - MG,4050,2025
3162708,SÃO JOÃO DO PARAÍSO - MG,24706,2025
3162807,SÃO JOÃO EVANGELISTA - MG,15613,2025
3162906,SÃO JOÃO NEPOMUCENO - MG,26529,2025
3162922,SÃO JOAQUIM DE BICAS - MG,37017,2025
3162948,SÃO JOSÉ DA BARRA - MG,8145,2025
3162955,SÃO JOSÉ DA LAPA - MG,28087,2025
3163003,SÃO JOSÉ DA SAFIRA - MG,3849,2025
3163102,SÃO JOSÉ DA VARGINHA - MG,4698,2025
3163201,SÃO JOSÉ DO ALEGRE - MG,4252,2025
3163300,SÃO JOSÉ DO DIVINO - MG,3482,2025
3163409,SÃO JOSÉ DO GOIABAL - MG,5482,2025
3163508,SÃO JOSÉ DO JACURI - MG,6282,2025
3163607,SÃO JOSÉ DO MANTIMENTO - MG,2844,2025
3163706,SÃO LOURENÇO - MG,46868,2025
3163805,SÃO MIGUEL DO ANTA - MG,6410,2025
3163904,SÃO PEDRO DA UNIÃO - MG,4973,2025
3164001,SÃO PEDRO DOS FERROS - MG,7132,2025
3164100,SÃO PEDRO DO SUAÇUÍ - MG,5143,2025
3164209,SÃO ROMÃO - MG,10562,2025
3164308,SÃO ROQUE DE MINAS - MG,7370,2025
3164407,SÃO SEBASTIÃO DA BELA VISTA - MG,6778,2025
3164431,SÃO SEBASTIÃO DA VARGEM ALEGRE - MG,3239,2025
3164472,SÃO SEBASTIÃO DO ANTA - MG,6415,2025
3164506,SÃO SEBASTIÃO DO MARANHÃO - MG,10218,2025
3164605,SÃO SEBASTIÃO DO OESTE - MG,9527,2025
3164704,SÃO SEBASTIÃO DO PARAÍSO - MG,75179,2025
3164803,SÃO SEBASTIÃO DO RIO PRETO - MG,1229,2025
3164902,SÃO SEBASTIÃO DO RIO VERDE - MG,2385,2025
3165008,SÃO TIAGO - MG,11559,2025
3165107,SÃO TOMÁS DE AQUINO - MG,6837,2025
3165206,SÃO TOMÉ DAS LETRAS - MG,7107,2025
3165305,SÃO VICENTE DE MINAS - MG,6928,2025
3165404,SAPUCAÍ-MIRIM - MG,6469,2025
3165503,SARDOÁ - MG,5140,2025
3165537,SARZEDO - MG,39974,2025
3165552,SETUBINHA - MG,9985,2025
3165560,SEM-PEIXE - MG,2420,2025
3165578,SENADOR AMARAL - MG,6517,2025
3165602,SENADOR CORTES - MG,2335,2025
3165701,SENADOR FIRMINO - MG,7977,2025
3165800,SENADOR JOSÉ BENTO - MG,2149,2025
3165909,SENADOR MODESTINO GONÇALVES - MG,4006,2025
3166006,SENHORA DE OLIVEIRA - MG,5577,2025
3166105,SENHORA DO PORTO - MG,3066,2025
3166204,SENHORA DOS REMÉDIOS - MG,10657,2025
3166303,SERICITA - MG,7552,2025
3166402,SERITINGA - MG,1866,2025
3166501,SERRA AZUL DE MINAS - MG,3808,2025
3166600,SERRA DA SAUDADE - MG,856,2025
3166709,SERRA DOS AIMORÉS - MG,6859,2025
3166808,SERRA DO SALITRE - MG,12286,2025
3166907,SERRANIA - MG,7811,2025
3166956,SERRANÓPOLIS DE MINAS - MG,4497,2025
3167004,SERRANOS - MG,2036,2025
3167103,SERRO - MG,22624,2025
3167202,SETE LAGOAS - MG,238909,2025
3167301,SILVEIRÂNIA - MG,2399,2025
3167400,SILVIANÓPOLIS - MG,6348,2025
3167509,SIMÃO PEREIRA - MG,3084,2025
3167608,SIMONÉSIA - MG,20431,2025
3167707,SOBRÁLIA - MG,5140,2025
3167806,SOLEDADE DE MINAS - MG,5733,2025
3167905,TABULEIRO - MG,4097,2025
3168002,TAIOBEIRAS - MG,34537,2025
3168051,TAPARUBA - MG,3508,2025
3168101,TAPIRA - MG,4215,2025
3168200,TAPIRAÍ - MG,1698,2025
3168309,TAQUARAÇU DE MINAS - MG,4394,2025
3168408,TARUMIRIM - MG,15104,2025
3168507,TEIXEIRAS - MG,12691,2025
3168606,TEÓFILO OTONI - MG,142851,2025
3168705,TIMÓTEO - MG,84172,2025
3168804,TIRADENTES - MG,8056,2025
3168903,TIROS - MG,8231,2025
3169000,TOCANTINS - MG,16603,2025
3169059,TOCOS DO MOJI - MG,3894,2025
3169109,TOLEDO - MG,7625,2025
3169208,TOMBOS - MG,8653,2025
3169307,TRÊS CORAÇÕES - MG,78291,2025
3169356,TRÊS MARIAS - MG,29985,2025
3169406,TRÊS PONTAS - MG,57209,2025
3169505,TUMIRITINGA - MG,5955,2025
3169604,TUPACIGUARA - MG,26583,2025
3169703,TURMALINA - MG,20769,2025
3169802,TURVOLÂNDIA - MG,5097,2025
3169901,UBÁ - MG,107423,2025
3170008,UBAÍ - MG,11985,2025
3170057,UBAPORANGA - MG,13485,2025
3170107,UBERABA - MG,356781,2025
3170206,UBERLÂNDIA - MG,761835,2025
3170305,UMBURATIBA - MG,2742,2025
3170404,UNAÍ - MG,91320,2025
3170438,UNIÃO DE MINAS - MG,3818,2025
3170479,URUANA DE MINAS - MG,3365,2025
3170503,URUCÂNIA - MG,10899,2025
3170529,URUCUIA - MG,18515,2025
3170578,VARGEM ALEGRE - MG,5800,2025
3170602,VARGEM BONITA - MG,2207,2025
3170651,VARGEM GRANDE DO RIO PARDO - MG,4724,2025
3170701,VARGINHA - MG,143676,2025
3170750,VARJÃO DE MINAS - MG,7305,2025
3170800,VÁRZEA DA PALMA - MG,34555,2025
3170909,VARZELÂNDIA - MG,19210,2025
3171006,VAZANTE - MG,20459,2025
3171030,VERDELÂNDIA - MG,7737,2025
3171071,VEREDINHA - MG,5240,2025
3171105,VERÍSSIMO - MG,3478,2025
3171154,VERMELHO NOVO - MG,5048,2025
3171204,VESPASIANO - MG,138583,2025
3171303,VIÇOSA - MG,79517,2025
3171402,VIEIRAS - MG,3781,2025
3171501,MATHIAS LOBATO - MG,3053,2025
3171600,VIRGEM DA LAPA - MG,11774,2025
3171709,VIRGÍNIA - MG,9164,2025
3171808,VIRGINÓPOLIS - MG,10511,2025
3171907,VIRGOLÂNDIA - MG,4471,2025
3172004,VISCONDE DO RIO BRANCO - MG,40711,2025
3172103,VOLTA GRANDE - MG,4441,2025
3172202,WENCESLAU BRAZ - MG,2377,2025
3200102,AFONSO CLÁUDIO - ES,32456,2025
3200136,ÁGUIA BRANCA - ES,10143,2025
3200169,ÁGUA DOCE DO NORTE - ES,12585,2025
3200201,ALEGRE - ES,30702,2025
3200300,ALFREDO CHAVES - ES,14376,2025
3200359,ALTO RIO NOVO - ES,7760,2025
3200409,ANCHIETA - ES,33017,2025
3200508,APIACÁ - ES,7462,2025
3200607,ARACRUZ - ES,103363,2025
3200706,ATÍLIO VIVÁCQUA - ES,11046,2025
3200805,BAIXO GUANDU - ES,32829,2025
3200904,BARRA DE SÃO FRANCISCO - ES,45415,2025
3201001,BOA ESPERANÇA - ES,14054,2025
3201100,BOM JESUS DO NORTE - ES,10820,2025
3201159,BREJETUBA - ES,13718,2025
3201209,CACHOEIRO DE ITAPEMIRIM - ES,198342,2025
3201308,CARIACICA - ES,376200,2025
3201407,CASTELO - ES,39575,2025
3201506,COLATINA - ES,129301,2025
3201605,CONCEIÇÃO DA BARRA - ES,28923,2025
3201704,CONCEIÇÃO DO CASTELO - ES,12472,2025
3201803,DIVINO DE SÃO LOURENÇO - ES,5397,2025
3201902,DOMINGOS MARTINS - ES,38236,2025
3202009,DORES DO RIO PRETO - ES,6902,2025
3202108,ECOPORANGA - ES,22611,2025
3202207,FUNDÃO - ES,18898,2025
3202256,GOVERNADOR LINDENBERG - ES,11484,2025
3202306,GUAÇUÍ - ES,31418,2025
3202405,GUARAPARI - ES,136311,2025
3202454,IBATIBA - ES,27543,2025
3202504,IBIRAÇU - ES,12304,2025
3202553,IBITIRAMA - ES,10015,2025
3202603,ICONHA - ES,12790,2025
3202652,IRUPI - ES,14647,2025
3202702,ITAGUAÇU - ES,14042,2025
3202801,ITAPEMIRIM - ES,44020,2025
3202900,ITARANA - ES,10975,2025
3203007,IÚNA - ES,30556,2025
3203056,JAGUARÉ - ES,31551,2025
3203106,JERÔNIMO MONTEIRO - ES,12108,2025
3203130,JOÃO NEIVA - ES,14295,2025
3203163,LARANJA DA TERRA - ES,11597,2025
3203205,LINHARES - ES,183797,2025
3203304,MANTENÓPOLIS - ES,13131,2025
3203320,MARATAÍZES - ES,45953,2025
3203346,MARECHAL FLORIANO - ES,18964,2025
3203353,MARILÂNDIA - ES,13087,2025
3203403,MIMOSO DO SUL - ES,25088,2025
3203502,MONTANHA - ES,19830,2025
3203601,MUCURICI - ES,5653,2025
3203700,MUNIZ FREIRE - ES,18809,2025
3203809,MUQUI - ES,14185,2025
3203908,NOVA VENÉCIA - ES,52324,2025
3204005,PANCAS - ES,19120,2025
3204054,PEDRO CANÁRIO - ES,21923,2025
3204104,PINHEIROS - ES,24843,2025
3204203,PIÚMA - ES,23912,2025
3204252,PONTO BELO - ES,6671,2025
3204302,PRESIDENTE KENNEDY - ES,14852,2025
3204351,RIO BANANAL - ES,20350,2025
3204401,RIO NOVO DO SUL - ES,11471,2025
3204500,SANTA LEOPOLDINA - ES,13813,2025
3204559,SANTA MARIA DE JETIBÁ - ES,45575,2025
3204609,SANTA TERESA - ES,23872,2025
3204658,SÃO DOMINGOS DO NORTE - ES,9051,2025
3204708,SÃO GABRIEL DA PALHA - ES,34272,2025
3204807,SÃO JOSÉ DO CALÇADO - ES,11411,2025
3204906,SÃO MATEUS - ES,134423,2025
3204955,SÃO ROQUE DO CANAÃ - ES,11256,2025
3205002,SERRA - ES,579720,2025
3205010,SOORETAMA - ES,28668,2025
3205036,VARGEM ALTA - ES,20390,2025
3205069,VENDA NOVA DO IMIGRANTE - ES,25395,2025
3205101,VIANA - ES,79043,2025
3205150,VILA PAVÃO - ES,9319,2025
3205176,VILA VALÉRIO - ES,14267,2025
3205200,VILA VELHA - ES,506779,2025
3205309,VITÓRIA - ES,343378,2025
3300100,ANGRA DOS REIS - RJ,179142,2025
3300159,APERIBÉ - RJ,11426,2025
3300209,ARARUAMA - RJ,137906,2025
3300225,AREAL - RJ,12239,2025
3300233,ARMAÇÃO DOS BÚZIOS - RJ,42527,2025
3300258,ARRAIAL DO CABO - RJ,32822,2025
3300308,BARRA DO PIRAÍ - RJ,98506,2025
3300407,BARRA MANSA - RJ,181679,2025
3300456,BELFORD ROXO - RJ,518384,2025
3300506,BOM JARDIM - RJ,29758,2025
3300605,BOM JESUS DO ITABAPOANA - RJ,37176,2025
3300704,CABO FRIO - RJ,238438,2025
3300803,CACHOEIRAS DE MACACU - RJ,59861,2025
3300902,CAMBUCI - RJ,15069,2025
3300936,CARAPEBUS - RJ,14329,2025
3300951,COMENDADOR LEVY GASPARIAN - RJ,9048,2025
3301009,CAMPOS DOS GOYTACAZES - RJ,519259,2025
3301108,CANTAGALO - RJ,19995,2025
3301157,CARDOSO MOREIRA - RJ,13407,2025
3301207,CARMO - RJ,17741,2025
3301306,CASIMIRO DE ABREU - RJ,48636,2025
3301405,CONCEIÇÃO DE MACABU - RJ,21770,2025
3301504,CORDEIRO - RJ,21448,2025
3301603,DUAS BARRAS - RJ,11355,2025
3301702,DUQUE DE CAXIAS - RJ,866225,2025
3301801,ENGENHEIRO PAULO DE FRONTIN - RJ,12644,2025
3301850,GUAPIMIRIM - RJ,54311,2025
3301876,IGUABA GRANDE - RJ,29616,2025
3301900,ITABORAÍ - RJ,240127,2025
3302007,ITAGUAÍ - RJ,124021,2025
3302056,ITALVA - RJ,14518,2025
3302106,ITAOCARA - RJ,23645,2025
3302205,ITAPERUNA - RJ,107297,2025
3302254,ITATIAIA - RJ,32713,2025
3302270,JAPERI - RJ,102171,2025
3302304,LAJE DO MURIAÉ - RJ,7584,2025
3302403,MACAÉ - RJ,264439,2025
3302452,MACUCO - RJ,5602,2025
3302502,MAGÉ - RJ,244142,2025
3302601,MANGARATIBA - RJ,43660,2025
3302700,MARICÁ - RJ,212470,2025
3302809,MENDES - RJ,18048,2025
3302858,MESQUITA - RJ,178830,2025
3302908,MIGUEL PEREIRA - RJ,28142,2025
3303005,MIRACEMA - RJ,28416,2025
3303104,NATIVIDADE - RJ,15551,2025
3303203,NILÓPOLIS - RJ,155500,2025
3303302,NITERÓI - RJ,516787,2025
3303401,NOVA FRIBURGO - RJ,203417,2025
3303500,NOVA IGUAÇU - RJ,843220,2025
3303609,PARACAMBI - RJ,43627,2025
3303708,PARAÍBA DO SUL - RJ,44479,2025
3303807,PARATY - RJ,47668,2025
3303856,PATY DO ALFERES - RJ,31370,2025
3303906,PETRÓPOLIS - RJ,294926,2025
3303955,PINHEIRAL - RJ,25096,2025
3304003,PIRAÍ - RJ,29066,2025
3304102,PORCIÚNCULA - RJ,17832,2025
3304110,PORTO REAL - RJ,21089,2025
3304128,QUATIS - RJ,14165,2025
3304144,QUEIMADOS - RJ,149135,2025
3304151,QUISSAMÃ - RJ,23142,2025
3304201,RESENDE - RJ,137697,2025
3304300,RIO BONITO - RJ,59126,2025
3304409,RIO CLARO - RJ,17951,2025
3304508,RIO DAS FLORES - RJ,9267,2025
3304524,RIO DAS OSTRAS - RJ,168455,2025
3304557,RIO DE JANEIRO - RJ,6730729,2025
3304607,SANTA MARIA MADALENA - RJ,10580,2025
3304706,SANTO ANTÔNIO DE PÁDUA - RJ,43697,2025
3304755,SÃO FRANCISCO DE ITABAPOANA - RJ,47397,2025
3304805,SÃO FIDÉLIS - RJ,41212,2025
3304904,SÃO GONÇALO - RJ,960196,2025
3305000,SÃO JOÃO DA BARRA - RJ,38740,2025
3305109,SÃO JOÃO DE MERITI - RJ,466503,2025
3305133,SÃO JOSÉ DE UBÁ - RJ,7318,2025
3305158,SÃO JOSÉ DO VALE DO RIO PRETO - RJ,22813,2025
3305208,SÃO PEDRO DA ALDEIA - RJ,110677,2025
3305307,SÃO SEBASTIÃO DO ALTO - RJ,7993,2025
3305406,SAPUCAIA - RJ,18291,2025
3305505,SAQUAREMA - RJ,95315,2025
3305554,SEROPÉDICA - RJ,84794,2025
3305604,SILVA JARDIM - RJ,22028,2025
3305703,SUMIDOURO - RJ,15693,2025
3305752,TANGUÁ - RJ,32865,2025
3305802,TERESÓPOLIS - RJ,176735,2025
3305901,TRAJANO DE MORAES - RJ,10654,2025
3306008,TRÊS RIOS - RJ,82319,2025
3306107,VALENÇA - RJ,71449,2025
3306156,VARRE-SAI - RJ,10563,2025
3306206,VASSOURAS - RJ,35907,2025
3306305,VOLTA REDONDA - RJ,279971,2025
3500105,ADAMANTINA - SP,35673,2025
3500204,ADOLFO - SP,4505,2025
3500303,AGUAÍ - SP,32886,2025
3500402,ÁGUAS DA PRATA - SP,7463,2025
3500501,ÁGUAS DE LINDÓIA - SP,18257,2025
3500550,ÁGUAS DE SANTA BÁRBARA - SP,7460,2025
3500600,ÁGUAS DE SÃO PEDRO - SP,2928,2025
3500709,AGUDOS - SP,38988,2025
3500758,ALAMBARI - SP,6373,2025
3500808,ALFREDO MARCONDES - SP,4574,2025
3500907,ALTAIR - SP,3467,2025
3501004,ALTINÓPOLIS - SP,17197,2025
3501103,ALTO ALEGRE - SP,3874,2025
3501152,ALUMÍNIO - SP,17607,2025
3501202,ÁLVARES FLORENCE - SP,3979,2025
3501301,ÁLVARES MACHADO - SP,28386,2025
3501400,ÁLVARO DE CARVALHO - SP,4901,2025
3501509,ALVINLÂNDIA - SP,2919,2025
3501608,AMERICANA - SP,247571,2025
3501707,AMÉRICO BRASILIENSE - SP,33708,2025
3501806,AMÉRICO DE CAMPOS - SP,5981,2025
3501905,AMPARO - SP,69792,2025
3502002,ANALÂNDIA - SP,4694,2025
3502101,ANDRADINA - SP,61625,2025
3502200,ANGATUBA - SP,24573,2025
3502309,ANHEMBI - SP,5766,2025
3502408,ANHUMAS - SP,4118,2025
3502507,APARECIDA - SP,33141,2025
3502606,APARECIDA D'OESTE - SP,4112,2025
3502705,APIAÍ - SP,24857,2025
3502754,ARAÇARIGUAMA - SP,22314,2025
3502804,ARAÇATUBA - SP,208415,2025
3502903,ARAÇOIABA DA SERRA - SP,33832,2025
3503000,ARAMINA - SP,5535,2025
3503109,ARANDU - SP,7076,2025
3503158,ARAPEÍ - SP,2355,2025
3503208,ARARAQUARA - SP,253474,2025
3503307,ARARAS - SP,135744,2025
3503356,ARCO-ÍRIS - SP,2089,2025
3503406,AREALVA - SP,8290,2025
3503505,AREIAS - SP,3617,2025
3503604,AREIÓPOLIS - SP,10242,2025
3503703,ARIRANHA - SP,7621,2025
3503802,ARTUR NOGUEIRA - SP,53467,2025
3503901,ARUJÁ - SP,90273,2025
3503950,ASPÁSIA - SP,1875,2025
3504008,ASSIS - SP,104858,2025
3504107,ATIBAIA - SP,167161,2025
3504206,AURIFLAMA - SP,13856,2025
3504305,AVAÍ - SP,4503,2025
3504404,AVANHANDAVA - SP,11436,2025
3504503,AVARÉ - SP,96450,2025
3504602,BADY BASSITT - SP,29346,2025
3504701,BALBINOS - SP,3969,2025
3504800,BÁLSAMO - SP,9902,2025
3504909,BANANAL - SP,10097,2025
3505005,BARÃO DE ANTONINA - SP,3632,2025
3505104,BARBOSA - SP,5627,2025
3505203,BARIRI - SP,32406,2025
3505302,BARRA BONITA - SP,35129,2025
3505351,BARRA DO CHAPÉU - SP,5254,2025
3505401,BARRA DO TURVO - SP,6894,2025
3505500,BARRETOS - SP,126957,2025
3505609,BARRINHA - SP,33304,2025
3505708,BARUERI - SP,333737,2025
3505807,BASTOS - SP,21936,2025
3505906,BATATAIS - SP,59939,2025
3506003,BAURU - SP,392947,2025
3506102,BEBEDOURO - SP,78257,2025
3506201,BENTO DE ABREU - SP,2640,2025
3506300,BERNARDINO DE CAMPOS - SP,11881,2025
3506359,BERTIOGA - SP,67436,2025
3506409,BILAC - SP,7464,2025
